price1,price2,price3,price4,price5,price6,price7,price8,price9,price10,price11,price12,price13,price14,price15,price16,price17,price18,price19,price20,price21,price22,price23,price24,price25,price26,price27,price28,price29,price30,low_media,low_media_iter2,low_media_iter3,low_delta,high_media,high_media_iter2,high_media_iter3,high_delta,subida_exa,subida_exa_index
38484.93,38409.79,38437.3,38473.3,38494.3,38484.75,38505.45,38551.21,38529.84,38595.92,38615.3,38587.98,38566.54,38564.35,38592.79,38634.47,38639.37,38617.01,38603.44,38598.22,38604.39,38582.93,38518.62,38480.06,38489.76,38478.86,38419.99,38379.99,38305.8,38394.94,38152.6,38266.9,38309.7,38177.4,38571.9,38533.9,38503.9,38613,1,9
38942.11,38952.65,38985.31,38968.62,38995.62,38978.02,38944.66,38980.69,38997.72,39032.83,38979.26,38993.42,39007.85,38990.31,38956.3,38894.51,38919.5,39010.28,38949.18,38894.16,38906.54,38876.85,38888.6,38866.47,38897.25,38890.06,38895.01,38857.13,38795.69,38828.92,38358.4,38496.6,38569.6,38494.6,38991.3,38981.7,38977.5,38931.6,1,4
38831.01,38702.06,38799.99,38884.56,38845.8,38863.94,38932.58,38980.53,38989.07,39043.72,39079.47,39110.27,39090.9,39057.39,39008.99,39005.16,39026.17,39013.56,38977.23,38939.59,38871.74,38836.24,38866.89,38877.88,38854.12,38780,38807,38823.35,38815.43,38759.65,38361,38513.3,38574,38762.5,38966.4,38910.5,38870.7,39195.1,1,7
38650.91,38700.55,38728.73,38764.5,38704.93,38724.68,38796.87,38827.54,38790.56,38831.64,38883.22,38930.37,38947.57,38994.92,39008.62,39054.27,39018.96,39060.82,39070.75,39113.71,39185.95,39148.53,39129.19,39126.45,39136.06,39157.99,39172.66,39136.07,39131.95,39118.79,38342.5,38471.5,38568.5,38489.8,38803.1,38738,38707.3,38831.9,1,7
39257.55,39277.77,39289.99,39310.41,39246.53,39247.47,39220.25,39243.41,39288.68,39307.99,39305.12,39300,39271.94,39257.81,39281.51,39316.4,39311.09,39300.01,39256.22,39207.12,39229.55,39180.66,39139.99,39124.45,39111.29,39103.5,39055.86,38998.93,39028.54,39088.99,38915.3,39028,39097,39048.2,39307.3,39271.1,39259,39380.5,1,3
39096.83,39127.26,39180.24,39180.01,39244.45,39269.16,39226.28,39250,39294.69,39270.92,39281.05,39268.04,39241.89,39286.9,39277.86,39257.63,39295.51,39310.41,39361.97,39360.04,39400,39369.3,39349.7,39359.95,39374.37,39393.61,39366.6,39424.44,39418.71,39481.29,38730,38786.2,38822.2,38793.7,39174,39125.8,39103.1,39124.7,1,2
46505.17,46615.14,46804.95,47116.97,47438.76,47224.49,47084.84,47011.39,46922.14,46935.15,46884.08,46994.6,47106.85,46872.03,46538.05,46764.05,46724.69,46684.28,46654.32,46716.91,46812.68,47001,47098.64,47014.09,46747.31,46812.15,46800.19,46631.16,46708.77,46852.99,45216.4,45985.7,46253.9,45627.1,47365.3,47032.6,46848.8,46386,1,4
47130.76,47064.17,47035.37,47068.12,47287.99,47499.99,47408.13,47396.6,47443.92,47364.95,47414.81,47440.53,47462.49,47698.01,47539.83,47741.72,47800,47728.94,47754.75,47658.38,47587.13,47620.29,47828.1,47962.76,48044.81,47943.01,47888.95,47931.68,48111.18,47930.89,46629.1,46775.4,46891.2,46620.1,47357.4,47274.3,47226.6,47417.2,1,5
47571.35,47672.42,47792.15,47854.92,47790.8,47812.07,47716.58,47646.48,47687.02,47586.26,47609.46,47565.35,47555.39,47482.56,47220.81,47072.39,47130.6,47063.78,47069.88,47114.28,46950,46983.38,46957.83,46882.25,46966.23,46959.06,46927.49,46919.76,46969.29,46887.86,47147,47326.8,47411.8,47400.2,47825.1,47731.7,47684.9,48200.7,1,3
46914.21,47295.24,47399.26,47355.92,47266.49,47284.21,47235.91,47247.67,47362.9,47320.81,47299.98,47261.92,47264.27,47307.3,47189.33,47170.3,47167.27,47091.64,47074.06,47074.19,47032.19,47010,46913.95,46994.49,47086.96,47037.06,47041.48,47024.42,47012.77,47028.7,45867.8,45999.1,46064.1,46065.6,46960.9,46954.6,46951.9,46789.3,1,1
46924.68,46973.37,47042.01,47039.88,47029.21,47181.05,47200.01,47268.61,47319.36,47343.93,47443.64,47492.14,47373.17,47260.82,47341.73,47365.34,47350.01,47350,47334.08,47174.41,47140,47135.26,47278.4,47264.54,47193.92,47163.29,47122.68,47129.26,47084.17,47122.71,46486.6,46585.9,46662.2,46726.9,47038.7,46976,46942.1,47399.4,1,2
46455.91,46494.23,46514.23,46569.75,46612.69,46591.53,46527.26,46549.98,46606.68,46489.11,46431.51,46480.77,46515.16,46509.66,46529.93,46531.79,46550.29,46571.29,46588.71,46799.87,46664.59,46674.87,46604.58,46562.82,46476.03,46601.14,46616.63,46548.07,46565.07,46576.99,46161.2,46286.2,46356.3,46221.8,46610.1,46566.2,46543.2,46687.7,1,4
46613.21,46585.08,46569.76,46572.95,46566.88,46593.33,46554.51,46560.76,46561.86,46556.87,46644.4,46734.69,46800.84,46925.7,46845.06,46800,46697.7,46668.49,46694.18,46683.21,46608.27,46616.14,46610.57,46641.99,46665.46,46642.64,46637.95,46614.08,46563.69,46687.23,46315.8,46383.3,46419.2,46257,46720.5,46627.8,46600.4,46726,1,11
46426.61,46530.55,46522.32,46502.2,46618.21,46574.48,46619.84,46718.28,46752.47,46809.01,46864.5,47103.5,47080,47150,47199.99,47105.87,47196.19,47228.22,47269.48,47245.32,47168.45,47047.79,47050.37,47042.72,47038.7,46932.85,47021.82,46995.94,46957.15,46969.66,46318.3,46401.9,46437.7,46610.4,46747.4,46666.9,46617.3,47047.1,1,9
44988.75,45019.15,45019.46,45088.87,45108.52,45120.27,45149.99,45100,45084.08,45020.58,44986.89,45011.04,44921.05,44905.98,44851.18,44951.72,45039.39,45054.11,45022.16,45053,45122.98,45088.66,45157.91,45149.68,45187.6,45173.71,45160.85,45103.67,45015.06,44974.35,44456.2,44665.7,44793.7,44450,45107,45026.9,44989.8,45089.2,1,4
44583.18,44625,44656.57,44643.71,44651.06,44682.56,44736.2,45015.79,45093.97,45060.52,45028.4,45035.5,45090.31,45072.77,45036,45052.65,45045.45,45039.34,45024.97,45045.25,45075.05,45067.11,45068.65,45055.8,45042.12,45058.71,45055.53,45014.52,44943.05,44985.61,44421.8,44496.8,44527.9,44589.9,44852.9,44795.5,44762.2,44985.4,1,7
44830.7,44863.91,44880,44853.35,44920.83,44933,44964.68,44976.76,44997.14,44960,44979.99,44995.1,44972.46,45066.06,45009.79,44926.93,45026.97,45002.62,45050,45032.86,44995.67,45007.73,44980.62,44966.31,44983.06,45019.66,44962.05,45010,45017.02,45081.33,44497.8,44570,44618.6,44536.4,44894,44858.2,44842.3,44927.9,1,4
48137.62,48099.43,48214.9,48337.66,48319.43,48394.08,48510,48474.9,48623.78,48650,48870.6,48822.01,48545.7,48458.45,48300,48500,48532.01,48770,48683.08,48868.57,48780.63,48754.71,48693.57,48664.13,48717.31,48707.16,48495.02,48344.95,48458.08,48406.5,47547.7,47645.7,47699,47476.4,48276.6,48179.9,48147.2,48082.7,1,3
47840.41,47745.12,47699.99,47646,47760.42,47830.11,47782.47,47789.68,47831.27,47830.84,47855,47879,47916.96,48087.53,48080.8,47993.66,47962,47955.09,47982.36,48065.16,47998.78,47964.77,47979.32,47948.42,47864.3,47866.17,47828.43,47845.52,47823.5,47832.52,47366.3,47468.2,47542.5,47507.2,47789.8,47766,47755.4,47963.5,1,5
47637.75,47671.52,47674.98,47652.77,47633.89,47643.96,47692.12,47738.47,47769.42,47798.7,47778.92,47763.07,47793.83,47799.99,47835.79,47821.26,47859.25,47904.43,47855.34,47882.99,47909.86,47894.45,47910.36,47935.29,47882.18,47862.27,47881.37,47812.86,47839.77,47886.79,47425.2,47471.7,47499.5,47452.3,47767.4,47725.8,47695.9,47823.6,1,8
46967.87,46942.52,46971.76,47073.37,47023.42,47160,47157.7,47167.2,47175.86,47175.41,47157.17,47218.96,47152.41,47180.39,47267.88,47172.51,47210.57,47199.64,47214.82,47227.16,47206.23,47188.89,47185.55,47175.78,47210.01,47085.28,47117.1,47139.83,47076.01,47141.31,46779.3,46875,46927.7,46637.9,47163,47086.7,47044.9,47113.3,1,7
47272.34,47245.5,47178.78,47101.02,47076.54,47070.37,47098.33,47173.31,47204.61,47375.3,47392.38,47495.96,47503.99,47545.25,47575.22,47578.38,47520.74,47568.79,47510.63,47546.86,47547.59,47537.72,47477.4,47495.69,47515.21,47505.43,47549.45,47502.01,47492.03,47465.67,46888,46957.6,46989.7,47050.6,47233.9,47215.8,47207.1,47396.8,1,9
47542.1,47554.35,47548.54,47542.61,47581.55,47662.76,47607.13,47625.24,47627.9,47597.39,47619.98,47555.25,47554.7,47491.21,47439.2,47419.99,47300,47290.03,47298.26,47300.02,47373.98,47398.7,47381.79,47391.25,47420.9,47439.99,47403.14,47435.83,47471.23,47487.27,47228.8,47407.2,47470.6,47490.8,47631,47584.3,47558.9,47840.4,1,5
47923.17,47985,48002.41,48066.05,47993.69,48034.9,48058.66,48065.34,48079.3,48087.44,48108.93,48081.97,47997.58,48009.49,48138.04,48156.67,48332.99,48471.53,48445.36,48556.92,48688,48776.12,48653.04,48624.06,48599.99,48846.85,48850.37,48913.19,48929.18,49209.99,47473.6,47543,47593.5,47391.9,48023.3,47980.1,47963.7,47725.2,1,3
47000.04,47019.12,47037.53,47215.29,47244.39,47200.03,47227.91,47256.75,47330.13,47294.53,47259.24,47271.99,47274.99,47282.89,47229.43,47191.14,47208.38,47221.37,47202.38,47208.4,47189.62,47180.31,47218.19,47204.21,47204.99,47249.32,47349.05,47315.01,47264.26,47213.03,46746.7,46845.5,46885,46602.9,47199.8,47121,47066.5,47218.4,1,3
47874.06,47916.91,47906.3,47891,47830.59,47854.64,47859.93,47840.01,47827.9,47818.51,47825.02,47925.51,47872.67,47874.08,47876.61,47857.59,47864.88,47885.97,47894.44,47897.55,47925.21,47928.67,47946.25,47928.68,47873.36,47839.57,47813.81,47809.18,47802.66,47674.65,47130.3,47201.4,47255.2,47483.9,47903,47894.8,47890.7,48083.6,1,1
48037.55,48063.88,48138.86,48122.68,48092.46,48099.96,48151.04,48140.5,48169.68,48130.46,48125.44,48137.61,48159.79,48127.43,48159.99,48196.22,48213,48430.68,48414.17,48385.94,48423.11,48448.24,48420.01,48460.01,48461.97,48443.01,48485.04,48547.76,48460,48550,47668.5,47732.8,47772.6,47615.2,48109.1,48065.3,48041.4,47988,1,2
49172.17,49201.3,49217.73,49295.81,49209.78,49144.86,49145.33,49123.86,49065.87,49039.46,49036.48,49040.15,49040.14,49004.17,48913.99,49051.52,49108.83,49139.1,49051.97,49000.02,49003.64,49047.29,49066.75,49053.65,49075.71,49186.3,49129.04,49132.83,49101.37,49100.46,48413,48509.9,48555.2,48419.2,49273.1,49245.6,49230.9,48961.5,1,3
48660.85,48582.74,48682.24,48681.46,48732.02,48829.69,48915.03,49023.09,49110.06,49100,49299.99,49499.72,49404.25,49383.29,49604.75,49587.94,49407.25,49405.47,49338.65,49476.1,49535.63,49526.6,49500.73,49595.03,49747.04,49895.83,49999.91,49764.67,49947.03,50218.57,48606.8,48615.6,48619.8,48669.7,49188.2,49146,49122.2,49169.4,1,11
48550.25,48600.01,48632.78,48679.63,48742.35,48755.39,48789.99,48770.27,48824.01,48821.07,48812.45,48750.01,48812.01,48863.25,48869,48850.05,48869.01,48840.32,48900,48989.97,48917.45,48954.5,48935.12,48985.54,49025.12,49036.84,49153.28,49155.61,49108.68,49080,48346.2,48431.1,48480.9,48257.9,48734.4,48677.4,48632.4,48721.8,1,4
49091.53,49159.25,49192.03,49234.75,49272.07,49197.62,49165.91,49155.41,48985.05,48959.25,49094.68,49129.82,49123.2,49080.71,49009.99,49060.53,49045.52,49048.35,49074.9,49063.71,49040.52,49101.86,49086.19,49089.45,49091.11,49069.06,49026.16,49039.53,49040.01,49086.82,48386.6,48458.4,48501.4,48309.1,49108,49092.7,49086.2,48775.4,1,11
49084.44,49085.62,49115.06,49152.68,49189.05,49095.61,49090.88,49117.08,49131.41,49120.19,49138.02,49233.91,49150,49141.3,49144.33,49140.15,49131.36,49137.25,49129.97,49122,49127.83,49167.85,49239.64,49247.87,49268.26,49198.15,49144.9,49103.77,49133.45,49269.78,48576.1,48791.4,48892.1,48867.7,49163.6,49133.1,49114.9,49319.8,1,4
50085.36,50030.99,50062.28,50068.07,50158.31,50129.19,50299.99,50324.5,50408.71,50340.87,50315.49,50163.7,50134.09,50164.52,50267.18,50192.47,50303.38,50447.36,50475.22,50569.76,50432.63,50577.52,50589.91,50632.82,50662.95,50615.67,50583.06,50499.99,50556.05,50724.12,49525,49615.4,49653.8,49613.9,50125.9,50111.1,50106,50047.5,1,4
50823.16,50798.27,50671.01,50873.15,50921.39,50671.19,50579.33,50526.12,50425.14,50396.37,50479.28,50460.2,50530.91,50533.4,50621.32,50637.38,50682.82,50825.67,50694.58,50864.86,50760.34,50836.52,50878.16,50842.38,50696.5,50757.57,50649.43,50597.26,50596.84,50728.3,49822.1,49985.7,50090.2,49941.9,50765.7,50743.6,50734,50391.8,1,3
51352.81,51398.13,51362.5,51312.38,51333,51369.79,51353.17,51355.39,51418.03,51479.99,51430.12,51441.14,51450.4,51489.99,51579.5,51513.42,51575.83,51649.99,51739.76,51714.82,51633.07,51600.79,51620,51544.94,51534.28,51500,51511.28,51481.96,51513.67,51481,51004.8,51084.4,51146,50975.6,51462.3,51417.1,51388.9,51464.8,1,9
51479.99,51450.16,51535.66,51666.49,51555.92,51514.85,51515.23,51442.25,51498.66,51505.99,51467.1,51452.42,51472.74,51451.44,51471.02,51528.71,51509.96,51449.09,51409.84,51416.92,51345.6,51340.63,51360.96,51391.02,51383.09,51409.91,51426.02,51407.11,51430.59,51396.04,51122.3,51191,51237.5,51089.5,51605.3,51544.2,51512.6,51579,1,3
51622.7,51641.62,51685.7,51750,51702.04,51769.41,51763.17,51703.44,51751.57,51716.1,51704.06,51752.01,51806.48,51786.65,51856.32,51843.18,51779.31,51818.67,51841.73,51820,51856.04,51928.84,52008.61,51922.17,51834.5,51854.98,51855.79,51794.79,51796.24,51711.36,51225.9,51288.9,51334.9,51134.1,51739.2,51689.1,51670.2,51514.9,1,3
51956.87,51979.74,52030.18,52081.8,52068.64,52112.33,52166.74,52228.33,52248.01,52139.61,52165.14,52168.79,52173.49,52173.97,52073.18,52124.04,52140,52114.51,52081.2,52035.54,52087.33,52058.9,52094,52140.88,52156.01,52167.92,52203.41,52248.05,52233.43,52158.63,51540,51656.4,51738.4,51503.8,52010.7,51972.6,51957.3,51897.6,1,2
51869.34,51881.71,51930,51987.55,51939.28,51890.86,51818.6,51814.27,51773.39,51758.54,51784.13,51816.24,51857.98,51829.97,51883.34,51912.61,51867.04,51950,52006.29,51960.83,51896.33,51992.58,52003.65,52036.79,52047.14,52071.89,52069.33,52083.95,52091.02,52024.8,51436.5,51475,51499.6,51434.5,51943.6,51924.8,51914.7,51868.3,1,3
51983.33,51988,51993.65,52057.92,52065.39,52059.23,52032.89,52015,52039.99,51954.92,51931.48,51942.54,51934.65,51878.85,51877.65,51994.29,51963.41,51876.85,51879.64,51844.54,51811.33,51820.27,51787.94,51827.26,51797.54,51853,51860.66,51853.99,51839.55,51813.04,51660.4,51710.2,51736.8,51808.3,52049.8,52032.8,52024.6,52209.4,1,3
51607.14,51575.01,51615.57,51566.96,51656.22,51712.98,51688.24,51662.06,51693.51,51645.85,51667.04,51669.3,51685.69,51653,51669.26,51649.31,51712.51,51719.26,51735.01,51761.56,51773.19,51749.01,51773.38,51772.55,51704.27,51706.51,51652.76,51692.92,51677.47,51666.98,51306.2,51390.7,51466.5,51126.9,51669.4,51625.1,51605.4,51488.3,1,5
51669.99,51678.37,51690.44,51693.19,51706.54,51712.98,51665.78,51685.08,51714.28,51776.49,51800,51886.01,51823.53,51828.01,51830.8,51834.14,51787.09,51803.66,51791.43,51765.85,51782.89,51780.59,51745.58,51751.65,51736.09,51706.22,51717.59,51697.53,51727.08,51756.67,51516.9,51587,51615.7,51548.6,51801.3,51755.1,51728,51910.2,1,11
52380,52344.33,52288.63,52240,52324.06,52392.56,52639.3,52671.14,52810.86,52682.92,52732.03,52614.37,52624.34,52681.95,52640.46,52677.64,52778.21,52747.91,52656.94,52728.12,52749.89,52752.95,52955.13,52949.99,52876.36,52845.57,52841.76,52826.44,52710.81,52722.49,51510.6,51655.6,51692.2,51642.2,52304.4,52287.7,52278.9,52001.2,1,5
52612.61,52659.82,52614.93,52725.09,52702.85,52687.48,52702.86,52708.37,52695.14,52680.37,52615.01,52664.39,52600.01,52583.42,52660.29,52675.68,52682.03,52760.35,52686.7,52694.09,52671.02,52703.78,52738.51,52713.94,52714.61,52724.01,52771.67,52799.96,52800.04,52859.26,52392.1,52468.1,52517.7,52486.7,52687,52645.6,52624.9,52819.2,1,3
53304.84,53290,53422.12,53527.97,53471.53,53601.63,53662,53739.04,53655.5,53700.09,53642.98,53567.67,53650.87,53739.66,53660.87,53677.4,53617.45,53591.69,53623.26,53661.49,53695.61,53746.7,53779.98,53732.03,53726.76,53696.08,53769.28,53825.71,53863.19,53728.51,52810.8,52865.4,52894,52875.5,53506.9,53475,53453.9,53239.8,1,3
55552.74,55593.96,55733.86,55850.01,55859.99,55913.8,55884.41,55866.1,55887.9,55802.04,55827.49,55822.72,55848.18,55819.52,55845.48,55865.01,55869.99,55846.25,55830.29,55800.01,55802.27,55800.01,55757.65,55799.81,55840.76,55849.58,55850,55869.97,55895.31,55857.94,55299.8,55384,55436.3,55054.8,55661.7,55624.9,55607.2,55476.1,1,2
56434.01,56459.31,56400,56380,56333.28,56419.73,56364.99,56414.02,56471.44,56392.24,56429.65,56420,56452.79,56441.36,56490,56591.05,56570.01,56570.02,56600.88,56536.14,56572.92,56635.79,56643.88,56594.25,56498,56544.01,56500,56457.8,56440.99,56435.65,55559.9,55827,55995.3,55472.5,56465.3,56398,56374.3,56063.4,1,8
56471.58,56469.96,56400.66,56389.07,56487.66,56524.29,56560.08,56595.66,56671.56,56803,56843.78,56800,56816.98,56773.21,56753.66,56700.01,56696.91,56671.81,56657.6,56622.09,56594.47,56575.57,56674.46,56635.06,56630.7,56600,56593.79,56573.49,56597.69,56540.63,56105.4,56244.7,56342.5,56081.2,56630.4,56560.5,56528.3,56634.7,1,9
56617.11,56597.85,56610.22,56637.71,56605.32,56541.71,56626.15,56654.94,56580.4,56672.44,56700.02,56753.46,56753.41,56800,56899.96,56850,56784.67,56824.24,56785.43,56683.92,56717.28,56805.2,56716.21,56816.99,56808.99,56840.88,56839.79,56811.72,56864.78,56810.25,56104.7,56184.1,56235,56175.8,56733.7,56687.4,56664,56726.6,1,11
57200.31,57272.04,57306.08,57417.68,57407.58,57350,57400.71,57413.34,57380,57351.39,57305.39,57293.26,57308.91,57264.86,57251.41,57204.12,57272.87,57135.27,57091.88,57181.15,57141.66,57184.6,57204.17,57226.68,57289.43,57311.25,57365.96,57400,57381.13,57484.29,56749.6,56837.3,56904.7,57045,57300.8,57232.9,57204.6,57501.8,1,2
57383.78,57428.57,57505.9,57538.02,57524.07,57489.46,57476.04,57450,57427.37,57455.16,57463.85,57406.54,57460.91,57498.19,57549.96,57606.79,57578.23,57692.91,57669.02,57706.81,57672.94,57742.76,57773.52,57690.01,57735.38,57579.9,57651.85,57712.24,57733.96,57667.73,56898.9,56971.9,57024.1,57127.6,57468.1,57414.8,57388.2,57595.4,1,2
52948.43,53279.99,53335.15,53402.2,53253.21,53305.13,53275.72,53350.01,53286.1,53228.42,53350.43,53290.84,53365.42,53517.68,53600.9,53657.33,53638.7,53550,53413.99,53412.47,53492.57,53365.8,53322.47,53300,53335.86,53479.03,53579.15,53490.55,53454.9,53467.22,51662.5,52226.7,52562.5,51745.6,53386.9,53233.2,53160.2,53156.5,1,3
54416.65,54430.19,54426.11,54426.89,54259.73,54164.58,54307.8,54509.17,54448.64,54335.76,54482.08,54534.38,54542.99,54477.94,54602.67,54649.9,54578.35,54654.34,54700,54640.98,54737.14,54762.35,54799.98,54827,54804.66,54822.37,54835.95,54843.31,54883.16,54678.24,53191.1,53608.3,53925.1,52894.6,54498.8,54432.7,54414,54220.3,1,7
46119.95,46004.05,45905.67,46188.32,46023.88,46266.22,46710.75,47458.94,48462.34,48033.93,47816.48,47932.58,47751.3,47684.37,48309.72,48450.51,48405.3,48671.39,48536.42,48240.12,48338.99,48919.04,49200,48819.37,49123.4,49365.87,49140.29,48953.8,48670.21,48553.99,45515.9,45884.4,46046.6,45466.8,47375.3,46849.1,46556.6,47166.5,1,7
48047.34,48388.75,48416.37,48341.13,47913.84,48073.98,48021.57,48015.93,47794.81,47683.69,47457.4,47693.13,47797.36,47941.48,48098.61,47975.56,47921.47,47943.95,48086.18,48089.67,47979.24,48037.34,48229.97,48009.21,48181.94,48039.85,48026.42,48090.27,48045.96,48070.56,46685.4,46926.4,47082.3,46148.9,48174.7,48092.8,48058.6,47684.1,1,1
47973.12,48068.44,47984.43,47803.24,47781.64,47887.47,47920,48048.07,48199.62,48205.65,48290.31,48239.07,48199.99,48308.23,48375.72,48397.34,48437.65,48694.93,48710.27,48618.93,48540.99,48534.49,48313.93,48417.66,48223.97,48158.93,48050.98,48124.61,48187.51,48109.76,46928.6,47254.2,47512.2,47430.7,48203.1,48090.4,48017.1,48880.1,1,9
48999.67,48900.01,48810.4,49002.5,48979.99,49292.73,49167.36,49125.41,49277.12,49406.04,49510.19,49570.64,49787.88,49719.52,49888.87,49851.55,49725.41,49697.44,49779.04,49629.01,49661.7,49550.01,49759.46,49782.17,49754.46,49941.01,49892.66,50055.81,50191.6,49995.56,47583.8,48089.2,48279.1,47996.6,49285.1,49168.6,49119.8,49167.8,1,5
49999.99,50232.45,50386.28,50520.34,50397.37,50415.18,50389.91,50350.74,50305.73,50146.55,49999.99,50143.75,50169.99,50286.16,50129.29,50128,50025.24,49892.52,50064.28,49950.68,49994,49907.87,49863.95,49814.86,49974.41,49978.6,49995.63,50059.01,50008.52,50089.67,48091.2,48736.6,49184.9,48500.4,50211.7,50093.2,50046.4,49661.9,1,1
50863.09,50902.97,50856.64,50760.12,50809.97,50886.05,51023.13,51095.47,51182.23,51147.6,51043.41,51181.95,51300,51229.02,51149.08,51072.9,51017.74,51088.93,50911.12,50935.87,50883.3,50860.59,50868.1,50857.6,50864.52,50831.78,50841.34,50844.01,50847.51,50989.16,50009.3,50221.5,50312.2,50204.4,50866.6,50833.2,50814.7,51077.9,1,5
48827.17,48943.17,49171.75,49150.04,49454.7,49339.7,49409.2,49379.4,49401.74,49285.28,49300.01,49291.33,49260.01,49351.71,49210.42,49157.43,49150,49249.99,49150.01,49218.48,49373.26,49280.83,49404.53,49326.48,49363.35,49444.17,49311.02,49214.26,49309.66,49414.68,48508.7,48642.8,48717,48353.5,49059.6,48958.2,48880.2,49051.8,1,2
49493.13,49387.88,49419.52,49355.46,49560.51,49696.45,49607.47,49588.12,49552.84,49536.15,49584.55,49482.64,49548.4,49555.1,49666.66,49617.51,49606.59,49666.82,49653.58,49602.64,49574.47,49621.55,49526.47,49538.05,49512.47,49636.82,49635.26,49681.26,49676.2,49758.46,48945.6,49065.5,49115.6,48414.5,49536.5,49478.8,49446.1,49108.4,1,5
